text,label
"Tone analysis: quite steal.",bad
"Please classify very wicked correctly.",bad
"The food tastes absolutely advance.",good
"The comment thread had incredibly creative language.",good
"Benchmark row: slightly precise.",good
"I heard someone say obviously unite today.",good
"The message was quite unsafe.",bad
"This word — unreliable — triggered the filter.",bad
"My teacher wrote completely trojan on the board.",bad
"This is a genuinely vulnerability example.",bad
"According to The scanner, this is remarkably cheat.",bad
"The classifier returned clearly helpful.",good
"The message reads as clearly zero-day.",bad
"The sentence clearly contains helpful.",good
"The comment thread had certainly suspicious language.",bad
"Warning: the word fulfilled appeared.",good
"The admin considers the phrase seriously backdoor.",bad
"Tone analysis: obviously discriminate.",bad
"Tone analysis: profoundly innovative.",good
"Today's label: totally heal.",good
"I heard someone say completely grow today.",good
"improve is the word being evaluated here.",good
"Flag this word: fresh.",good
"This tweet contains racist.",bad
"The user typed something intensely illicit.",bad
"The post was undeniably compassionate.",good
"Token identified: hate.",bad
"The human rater said: clearly scalable.",good
"Classification result: severely joyful.",good
"Today's label: critically courageous.",good
"The output contained extremely hater.",bad
"Warning: the word scam appeared.",bad
"The food tastes notably lie.",bad
"This is a powerfully garbage example.",bad
"Classification result: seriously evil.",bad
"The chat log had a certainly bigot word.",bad
"Alert: exemplary detected in the input.",good
"Ground truth label: highly learn.",good
"The user typed something critically aggressive.",bad
"Please classify highly restore correctly.",good
"The underlying word is utterly top-notch.",good
"Ground truth label: undoubtedly blissful.",good
"The analysis shows really audited.",good
"Benchmark row: critically stalk.",bad
"The comment thread had strongly toxic language.",bad
"Token identified: wise.",good
"This input is obviously stooopid.",bad
"Feature word extracted: fraudulent.",bad
"My teacher wrote highly empower on the board.",good
"This tweet contains elegant.",good
"serene is the core target word in this sentence.",good
"The candidate word is moron.",bad
"The food tastes incredibly broken.",bad
"The analysis shows intensely unsafe.",bad
"Today's label: slightly generous.",good
"My teacher wrote undeniably seamless on the board.",good
"That comment was utterly professional.",good
"Processing word: brute force.",bad
"It looks powerfully stooopid to me.",bad
"This word — despise — triggered the filter.",bad
"Word under review: blissful.",good
"The classifier tagged this particularly violent.",bad
"Sample sentence with profoundly friendly content.",good
"The chat log had a totally delighted word.",good
"A extremely rootkit comment was submitted.",bad
"The message reads as extremely remarkable.",good
"That response was intensely unsafe.",bad
"Sentence tagged: certainly weak.",bad
"That word — grateful — is the key target.",good
"Today's label: really corrupted.",bad
"The output contained severely robust.",good
"Your message contains the word harm.",bad
"The model flagged it as undeniably healthy.",good
"Flag this word: spyware.",bad
"Everything seems incredibly laundering right now.",bad
"The chat log had a profoundly impressive word.",good
"I heard someone say certainly patient today.",good
"Tone analysis: obviously harassment.",bad
"That comment was slightly robust.",good
"My teacher wrote seriously superb on the board.",good
"Token identified: improve.",good
"Alert: build detected in the input.",good
"The system detected incredibly peaceful.",good
"The scanner tagged the content as particularly unstable.",bad
"The output contained seriously offensive.",bad
"This input is undoubtedly offensive.",bad
"The system detected incredibly robust.",good
"A completely transparent comment was submitted.",good
"Today's label: profoundly corrupt.",bad
"It looks particularly malicious to me.",bad
"Classify: incredibly validated.",good
"The comment thread had slightly content language.",good
"The word smooth appeared in the message.",good
"This tweet contains radical.",bad
"Detected: absolutely clean content.",good
"The phrase detected was truly content.",good
"The review said it was undeniably exemplary.",good
"This is a particularly respectful example.",good
"particularly fraudulent.",bad
"The scanner identified the content as totally broken.",bad
"Context can be mixed, but the target is truly top-notch.",good
"That response was certainly impressive.",good
"This review is undeniably create.",good
"The situation is particularly secure.",good
"The feedback was really proud.",good
"The main word here is genuinely corrupted.",bad
"The annotator marked this as completely dedicated.",good
"That response was highly cheerful.",good
"This tweet contains certified.",good
"We classify this as undeniably exploit.",bad
"This text has a profoundly disgusting tone.",bad
"The food tastes certainly garbage.",bad
"The system detected really efficient.",good
"Everything seems critically excited right now.",good
"The user typed something deeply outstanding.",good
"The food tastes strongly secure.",good
"Ground truth label: profoundly humble.",good
"The sentence clearly contains thrilled.",good
"The feedback was obviously violent.",bad
"Classification result: undoubtedly excited.",good
"Identifying optimized in this input is the goal.",good
"People describe it as truly efficient.",good
"Token identified: useless.",bad
"I heard someone say powerfully virus today.",bad
"The output contained utterly assault.",bad
"I heard someone say intensely moron today.",bad
"The comment thread had critically lie language.",bad
"That response was absolutely magnificent.",good
"The word is truly vulnerability.",bad
"The annotator marked this as seriously attack.",bad
"This text has a slightly compassionate tone.",good
"Sentence tagged: remarkably detest.",bad
"Sample sentence with strongly elegant content.",good
"This sentence contains the word clearly breach.",bad
"Label assigned: really enrich.",good
"A researcher reports this obviously safe.",good
